Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,Model,EoS,EoL,In Scope?,Site Name,Street Address 1,Street Address 2,City,State,Zip,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL
GAVNPSWAUXB01,151.128.188.00,Switch,Active,Cisco,WS-C2960C-8PC-L,QOC7887Y37P,27.0(2)SE7,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:02:06,Jan-23-26 02:02:06,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VNP,WS-C2960C-8PC-L,2020-10-30,2025-10-31,Yes,Vogtle Nuclear Plant,7821 RIVER RD,,WAYNESBORO,GA,30830-2965,33.144634,-81.762533,Burke,FO-SNC-VOGTLE 1 & 2 BLT HUB,GPC,False,,2025-10-31,-121.0
GAXGZSW02,332.18.85.18,L3Switch,Active,Cisco,WS-C3850-24T,QCW3778D77Q,28.22.24,IOS-XE,2.0,33.0,31.0,1366d:0h:5m:0s,Jan-23-26 02:33:56,Jan-23-26 02:33:56,Configuration unchanged,L3Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGZ,WS-C3850-24T,2020-10-30,2025-10-31,Yes,GPC - Corp HQ DMZ-Web,241 RALPH MCGILL BLVD NE,,ATLANTA,GA,30308-3374,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2025-10-31,-121.0
GAXGPSWEXTWEB02,332.18.80.8,L3Switch,Active,Cisco,WS-C3850-48T,"QCW3779D7YK,QOC3773U73U",28.22.24,IOS-XE,4.0,113.0,109.0,1705d:2h:0m:0s,Jan-23-26 01:04:09,Jan-23-26 01:04:09,Configuration unchanged,L3Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,WS-C3850-48T,2020-10-30,2025-10-31,Yes,GPC - Corp HQ,241 RALPH MCGILL BLVD NE,,ATLANTA,GA,30308-3374,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2025-10-31,-121.0
GAXGPSWEXTWEB03,332.18.80.0,L3Switch,Active,Cisco,WS-C3850-24T,"QOC7938X38L,QOC7938U7W3",28.22.24,IOS-XE,3.0,65.0,62.0,1705d:1h:59m:0s,Jan-23-26 02:02:11,Jan-23-26 02:02:11,Configuration unchanged,L3Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,WS-C3850-24T,2020-10-30,2025-10-31,Yes,GPC - Corp HQ,241 RALPH MCGILL BLVD NE,,ATLANTA,GA,30308-3374,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2025-10-31,-121.0
ALXAZSWWEB1,332.18.80.5,L3Switch,Active,Cisco,WS-C3850-48T,"QOC7987U7M8,QOC7987U7ML",28.22.24,IOS-XE,2.0,113.0,111.0,1130d:7h:35m:0s,Jan-23-26 01:40:09,Jan-23-26 01:40:09,Configuration unchanged,L3Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XAZ,WS-C3850-48T,2020-10-30,2025-10-31,Yes,APC - Corp Hdqtrs Internet DMZ,600 18TH ST N,,BIRMINGHAM,AL,35203-2206,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,False,,2025-10-31,-121.0
ALYEUSWMW01,332.28.08.5,Switch,Active,Cisco,IE-3000-8TC,QOC7778W7QK,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,0d:0h:1m:0s,Jan-23-26 01:02:42,Jan-23-26 01:02:42,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,YEU,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Eufaula TS,1146 DALE RD,,EUFAULA,AL,36027-2693,31.873795,-85.156488,Barbour,FO-AL-EUFAULA,APC,False,,2025-06-30,-244.0
GAXGZGENSEA108,332.20.12.50,L3Switch,Active,Cisco,WS-C3850-24T,QOC3735X7KC,28.22.24,IOS-XE,0.0,33.0,33.0,829d:2h:28m:0s,Jan-23-26 01:13:56,Jan-23-26 01:13:56,Configuration unchanged,L3Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGZ,WS-C3850-24T,2020-10-30,2025-10-31,Yes,GPC - Corp HQ DMZ-Web,241 RALPH MCGILL BLVD NE,,ATLANTA,GA,30308-3374,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2025-10-31,-121.0
ALPLMSWCAMIDBF1,182.188.188.33,Switch,Active,Cisco,IE-3000-8TC,QOC7888X3CG,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,1164d:18h:57m:0s,Jan-23-26 02:09:13,Jan-23-26 02:09:13,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCAMIDBF2,182.188.188.11,Switch,Active,Cisco,IE-3000-8TC,QOC7888X3ML,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,953d:20h:25m:0s,Jan-23-26 01:03:53,Jan-23-26 01:03:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCAMIDBF3,182.188.188.12,Switch,Active,Cisco,IE-3000-8TC,QOC7888X3H5,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,804d:2h:26m:0s,Jan-23-26 02:09:05,Jan-23-26 02:09:05,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCAMIDBF4,182.188.188.13,Switch,Active,Cisco,IE-3000-8TC,QOC7887Y7XR,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,787d:21h:29m:0s,Jan-23-26 02:05:27,Jan-23-26 02:05:27,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCAMLS,182.188.188.20,Switch,Active,Cisco,IE-3000-8TC,QOC7883Z73L,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,413d:3h:45m:0s,Jan-23-26 01:05:04,Jan-23-26 01:05:04,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCAMSERVBD,182.188.188.58,Switch,Active,Cisco,IE-3000-8TC,QOC7878Z7NY,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,29d:21h:37m:0s,Jan-23-26 01:02:21,Jan-23-26 01:02:21,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCAMLVWASTWTR,182.188.188.88,Switch,Active,Cisco,IE-3000-4TC,QOC7857W3KP,27.2(4)EA9,Bootstrap,0.0,6.0,6.0,0d:0h:1m:0s,Jan-23-26 02:03:57,Jan-23-26 02:03:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-4TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALPLMSWCOOLINGTWR12,182.188.188.88,Switch,Active,Cisco,IE-3000-8TC,QOC3733W7MZ,27.2(4)EA7,Bootstrap,0.0,10.0,10.0,22d:23h:30m:0s,Jan-23-26 02:10:57,Jan-23-26 02:10:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,APC-Miller Steam Plant,4250 PORTER RD,,QUINTON,AL,35130-9471,33.62846,-87.05334,Jefferson,FO-AL-MILLER SP,APC,False,,2025-06-30,-244.0
ALSAMSW0101,99.77.128.134,Switch,Active,Cisco,IE-3000-8TC,QOC7887Z8PK,27.0(2)EY3,Bootstrap,0.0,10.0,10.0,1347d:23h:42m:0s,Jan-23-26 02:14:04,Jan-23-26 02:14:04,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SAM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Samford,3830 RIDGEWAY DR,,BIRMINGHAM,AL,35209-5506,33.46858,-86.788883,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2025-06-30,-244.0
ALWDLSW0101,99.77.128.14,Switch,Active,Cisco,IE-3000-8TC,QOC7935Z88B,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1451d:21h:32m:0s,Jan-23-26 01:14:35,Jan-23-26 01:14:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WDL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Woodlawn LINC MPLS Site,112 55TH PL S,,BIRMINGHAM,AL,35212-2530,33.538889,-86.751111,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2025-06-30,-244.0
ALWAISW0101,99.77.128.142,Switch,Active,Cisco,IE-3000-8TC,QOC7978Z77K,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,427d:9h:7m:0s,Jan-23-26 01:01:23,Jan-23-26 01:01:23,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WAI,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Warrior LTE,699 HILLTOP RD,,WARRIOR,AL,35180-1959,33.802261,-86.83465,Jefferson,FO-AL-BIRMINGHAM NORTH,APC,False,,2025-06-30,-244.0
ALEDGSW0101,99.77.128.166,Switch,Active,Cisco,IE-3000-8TC,QOC7977Y357,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1565d:2h:53m:0s,Jan-23-26 02:10:02,Jan-23-26 02:10:02,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EDG,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Edgewater EBTS,404 N PLEASANT GROVE RD,,BIRMINGHAM,AL,35224-2855,33.52095,-86.968261,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2025-06-30,-244.0
ALGTMSW0101,99.77.128.174,Switch,Active,Cisco,IE-3000-8TC,QOC7933Z3ZL,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1450d:4h:13m:0s,Jan-23-26 01:02:03,Jan-23-26 01:02:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,GTM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,GRANTS MILL,5859 OVERTON RD,,BIRMINGHAM,AL,35210-4120,33.524806,-86.656906,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,False,,2025-06-30,-244.0
ALHVRSW0101,99.77.128.18,Switch,Active,Cisco,IE-3000-8TC,QOC7883Z373,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1955d:20h:14m:0s,Jan-23-26 01:11:38,Jan-23-26 01:11:38,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HVR,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Hoover Met EBTS,5260 PRESERVE PARKWAY,,HOOVER,AL,352440000,33.357383,-86.843609,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,False,,2025-06-30,-244.0
ALSHDSW0101,99.77.128.190,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z88S,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1470d:21h:25m:0s,Jan-23-26 01:18:21,Jan-23-26 01:18:21,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHD,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Shades Crest LTE,4317 SOUTH SHADES CREST ROAD,,BESSEMER,AL,350220000,33.3065,-86.904972,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,False,,2025-06-30,-244.0
ALSPPSW0101,99.77.128.218,Switch,Active,Cisco,IE-3000-8TC,QOC7379W8ZR,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,1772d:17h:12m:0s,Jan-23-26 01:28:42,Jan-23-26 01:28:42,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SPP,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Spain Park EBTS,4700 VALLEYDALE ROAD,,BIRMINGHAM,AL,35242-4609,33.38838,-86.72538,Shelby,FO-AL-BIRMINGHAM NORTHEAST,APC,False,,2025-06-30,-244.0
ALFOLSW0101,99.77.128.226,Switch,Active,Cisco,IE-3000-8TC,QOC3739Z8TD,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1539d:22h:35m:0s,Jan-23-26 02:09:11,Jan-23-26 02:09:11,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FOL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Forestdale EBTS,1398 BEAUTY CIRCLE,,BIRMINGHAM,AL,352140000,33.56315,-86.895644,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2025-06-30,-244.0
ALALTSW0101,99.77.128.242,Switch,Active,Cisco,IE-3000-8TC,QOC7883Z3ZK,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1453d:0h:56m:0s,Jan-23-26 02:12:39,Jan-23-26 02:12:39,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ALT,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Altamont School (Mountain Brook),4801 ALTAMONT ROAD,,BIRMINGHAM,AL,35222-4445,33.5132,-86.7586,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2025-06-30,-244.0
ALROKSW0101,99.77.128.250,Switch,Active,Cisco,IE-3000-8TC,QOC3779Z8ZM,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1449d:19h:45m:0s,Jan-23-26 02:10:52,Jan-23-26 02:10:52,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ROK,IE-3000-8TC,2020-06-30,2025-06-30,Yes,ROCKY RIDGE LTE,2720 OLD ROCKY RIDGE RD T1,,BIRMINGHAM,AL,352160000,33.402536,-86.763594,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,False,,2025-06-30,-244.0
ALRUFSW0101,99.77.128.26,Switch,Active,Cisco,IE-3000-8TC,QOC7978Y53E,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,386d:13h:39m:0s,Jan-23-26 02:14:35,Jan-23-26 02:14:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RUF,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Ruffner Mountain EBTS,1008 81ST STREET SOUTH,,BIRMINGHAM,AL,352060000,33.557521,-86.704786,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,False,,2025-06-30,-244.0
ALCLMSW0101,99.77.128.74,Switch,Active,Cisco,IE-3000-8TC,QOC7973Y85G,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,2079d:19h:52m:0s,Jan-23-26 02:11:03,Jan-23-26 02:11:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CLM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,CLARK MOUNTAIN LTE,1237 CLARK MT. ROAD,,BESSEMER,AL,350230000,33.459661,-87.009467,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2025-06-30,-244.0
ALSIMSW0101,99.77.128.90,Switch,Active,Cisco,IE-3000-8TC,QOC7973Z8D3,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,442d:2h:18m:0s,Jan-23-26 01:15:27,Jan-23-26 01:15:27,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SIM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,SIMMONS MTN,1270 MOUNTAIN VIEW ROAD,,ODENVILLE,AL,351460000,33.741083,-86.482,St. Clair,FO-AL-BIRMINGHAM EAST,APC,False,,2025-06-30,-244.0
ALNOVSW0101,99.77.129.332,Switch,Active,Cisco,IE-3000-8TC,QOC3373W78R,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,426d:16h:46m:0s,Jan-23-26 01:09:46,Jan-23-26 01:09:46,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOV,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Northeast Odenville,90 CROWE ROAD,,ODENVILLE,AL,351200000,33.71105,-86.3813,NE ODENVILLE,FO-AL-BIRMINGHAM EAST,APC,False,,2025-06-30,-244.0
ALWHVSW0101,99.77.129.336,Switch,Active,Cisco,IE-3000-8TC,QOC3373W7QL,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,397d:21h:26m:0s,Jan-23-26 01:22:54,Jan-23-26 01:22:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WHV,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Woodhaven LTE,365 CRESTSIDE CIRCLE,,PINSON,AL,351260000,33.772555,-86.622211,Blount,FO-AL-BIRMINGHAM NORTH,APC,False,,2025-06-30,-244.0
ALNRJSW0101,99.77.129.133,Switch,Active,Cisco,IE-3000-8TC,QOC3373W787,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,88d:19h:19m:0s,Jan-23-26 01:00:49,Jan-23-26 01:00:49,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NRJ,IE-3000-8TC,2020-06-30,2025-06-30,Yes,North Johns LTE,5050 MUD CREEK RD,,ADGER,AL,350060000,33.3777778,-87.1196139,NORTH JOHNS,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2025-06-30,-244.0
ALLOKSW0101,99.77.129.122,Switch,Active,Cisco,IE-3000-8TC,QCH3377Y7LB,27.0(2)EY2,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:02:51,Jan-23-26 02:02:51,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LOK,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Lock 17 LTE,12307 GROUNDHOG RD,,ADGER,AL,350060000,33.421531,-87.261925,JEFFERSON,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2025-06-30,-244.0
ALOKGSW0101,99.77.129.126,Switch,Active,Cisco,IE-3000-8TC,QOC3778W7GT,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,695d:23h:36m:0s,Jan-23-26 01:01:30,Jan-23-26 01:01:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OKG,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Oak Grove LTE,10899 LOCK 17 RD,,ADGER,AL,350060000,33.452333,-87.163028,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,False,,2025-06-30,-244.0
ALNWSSW0101,99.77.129.138,Switch,Active,Cisco,IE-3000-8TC,QCH3335Y7Q8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,21d:1h:6m:0s,Jan-23-26 01:05:23,Jan-23-26 01:05:23,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,NORTH WESSINGTON LTE,450 County Road 137,,Jemison,AL,35085-2705,33.027108,-86.777108,Chilton,FO-AL-BIRMINGHAM SOUTH,APC,False,,2025-06-30,-244.0
ALSUTSW0101,99.77.129.2,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z7CR,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1570d:21h:14m:0s,Jan-23-26 02:12:42,Jan-23-26 02:12:42,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUT,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Summit LTE,3214 WOODHAVEN DR,,VESTAVIA,AL,35243-5716,33.44725,-86.734472,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,False,,2025-06-30,-244.0
ALREMSW0101,99.77.129.26,Switch,Active,Cisco,IE-3000-8TC,QOC3733Z85N,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1575d:0h:55m:0s,Jan-23-26 02:05:39,Jan-23-26 02:05:39,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,REM,IE-3000-8TC,2020-06-30,2025-06-30,Yes,REMLAP LTE,367 ARMSTRONG ROAD,,REMLAP,AL,351330000,33.830686,-86.614225,Blount,FO-AL-BIRMINGHAM NORTH,APC,False,,2025-06-30,-244.0
ALDTJSW0101,99.77.129.86,Switch,Active,Cisco,IE-3000-8TC,QOC3737W3GZ,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1131d:3h:12m:0s,Jan-23-26 02:12:03,Jan-23-26 02:12:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DTJ,IE-3000-8TC,2020-06-30,2025-06-30,Yes,DT Jemison LTE,8969 COUNTY ROAD 42,,JEMISON,AL,35085-7612,32.96046,-86.73873,Chilton,FO-AL-MONTGOMERY EAST,APC,False,,2025-06-30,-244.0
ALNWHSW0101,99.77.129.90,Switch,Active,Cisco,IE-3000-8TC,QOC3778W739,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1083d:21h:2m:0s,Jan-23-26 02:19:28,Jan-23-26 02:19:28,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NWH,IE-3000-8TC,2020-06-30,2025-06-30,Yes,Northwest Ashville LTE,600 LANDRETH RD,,ONEONTA,AL,35121-9402,33.917753,-86.335303,Saint Clair,FO-AL-ALBERTVILLE,APC,False,,2025-06-30,-244.0
