Site Code,Latitude,Longitude,PhysicalAddressCounty,Call Group,Owner,Cluster_ID
QSV,30.714786,-86.560051,Okaloosa,FO-FL-NEXTERA ENERGY,NextEra,6
QSW,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,6
QSX,36.195591,-115.080208,Clark,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,207
QSY,32.10395,-88.610562,Clarke,FO-MS-O-NORTH CENTRAL,MPC,6
QSZ,30.422012,-86.64832,Okaloosa,FO-FL-NEXTERA ENERGY,NextEra,6
QTA,30.38488,-89.04723,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
QTC,32.565404,-84.254349,Taylor,FO-GA-SW-MACON-WEST,SPC,57
QTL,31.823251,-89.395757,Smith,FO-MS-O-NORTH CENTRAL,MPC,6
QTN,30.532694,-87.311681,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
QTP,30.59539,-87.184197,Santa Rosa,FO-FL-NEXTERA ENERGY,NextEra,6
QTR,30.378873,-88.538475,Jackson,FO-MS-O-SOUTHEAST,MPC,6
QTS,30.30247,-89.36409,Hancock,FO-MS-O-SOUTHWEST,MPC,6
QTY,30.075896,-85.60446,Bay,FO-FL-NEXTERA ENERGY,NextEra,135
QUA,32.5616,-89.11347,Newton,FO-MS-O-NORTH CENTRAL,MPC,6
QUI,32.0358,-88.7283,Clarke,FO-MS-O-NORTH CENTRAL,MPC,6
QUM,32.57485,-89.12413,Newton,FO-MS-O-NORTH CENTRAL,MPC,6
QUN,32.58956,-89.1316,Neshoba,FO-MS-O-NORTH CENTRAL,MPC,6
QUT,30.7879,-83.5429,Brooks,FO-GA-SW-VALDOSTA,GPC,208
QVA,30.6047,-88.6969,Jackson,FO-MS-O-SOUTH,MPC,6
QVC,30.41417,-88.77772,Jackson,FO-MS-O-SOUTH,MPC,6
QVE,32.327956,-88.568956,Lauderdale,FO-MS-O-NORTH,MPC,6
QVI,32.3765,-88.54694,Lauderdale,FO-MS-O-NORTH,MPC,6
QVL,30.51583,-86.51056,Okaloosa,FO-FL-NEXTERA ENERGY,NextEra,6
QVT,30.744543,-88.800494,George,FO-MS-O-SOUTHEAST,MPC,50
QW1,30.4395,-89.0272,Harrison,FO-MS-O-SOUTHEAST,MPC,6
QW2,30.4395,-89.0272,Harrison,FO-MS-O-SOUTHEAST,MPC,6
QW5,30.84903,-89.14,Stone,FO-MS-O-SOUTHWEST,MPC,6
QW7,31.33565,-89.33605,Forrest,FO-MS-O-CENTRAL,MPC,6
QW9,30.534722,-87.367777,,FO-FL-NEXTERA ENERGY,NextEra,6
QWA,30.64806,-88.56528,Jackson,FO-MS-O-SOUTH,MPC,6
QWC,30.84198,-89.13563,Stone,FO-MS-O-SOUTHWEST,MPC,6
QWE,30.15278,-85.60778,Bay,FO-FL-NEXTERA ENERGY,NextEra,135
QWG,32.911272,-84.307164,Upson,FO-GA-SW-MACON-WEST,SPC,1
QWI,30.8418,-89.1076,Stone,FO-MS-O-SOUTHWEST,MPC,6
QWL,32.589445,-89.46074,Leake,FO-MS-O-NORTH CENTRAL,MPC,6
QWM,34.640684,-95.278384,Pushmataha,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,209
QWN,30.860145,-89.190638,Stone,FO-MS-O-SOUTHWEST,MPC,6
QWP,30.82586,-89.12645,Stone,FO-MS-O-SOUTHWEST,MPC,6
QWR,30.443254,-86.654384,Okaloosa,FO-FL-NEXTERA ENERGY,NextEra,6
QWS,31.677167,-88.660944,Wayne,FO-MS-O-NORTH CENTRAL,MPC,6
QWY,31.6992,-88.7364,Wayne,FO-MS-O-NORTH CENTRAL,MPC,6
QXA,33.518603,-86.812287,Jefferson,FO-APCCORP-APC CORP HQ BLT HUB,APC,1
QXG,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,1
QYC,31.740033,-88.762128,Wayne,FO-MS-O-NORTH CENTRAL,MPC,6
QYU,30.54775,-89.66778,Pearl River,FO-MS-O-SOUTHWEST,MPC,6
RAB,33.48737,-85.33264,Randolph,FO-AL-ANNISTON,APC,1
RAD,33.5809,-86.1435,Talladega,FO-AL-ALBERTVILLE,APC,1
RAG,33.783918,-86.06425,Saint Clair,FO-AL-ALBERTVILLE,APC,1
RAI,33.94233,-86.03889,Etowah,FO-AL-ALBERTVILLE,APC,1
RAL,33.771447,-86.136411,Saint Clair,FO-AL-ALBERTVILLE,APC,1
RAM,32.03876,-86.22289,Montgomery,FO-AL-EUFAULA,APC,113
RAR,34.4577222,-83.9997778,AURARIA,FO-GA-NE-CUMMING,GPC,1
RAT,32.65237,-88.75746,Lauderdale,Plant Ratcliffe IT Analyst Contact,MPC,6
RAY,33.7972,-82.9482806,RAYLE,FO-GA-NE-ATHENS EAST,GPC,210
RBP,34.144947,-85.210802,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
RBT,30.5924,-87.6315,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
RCC,30.43796,-84.26353,Leon,FO-FL-NEXTERA ENERGY,NextEra,120
RCD,32.084538,-84.638334,Webster,FO-GA-SW-AMERICUS,GPC,1
RCK,34.003791,-85.073308,Polk,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
RCL,32.081838,-84.666932,Stewart,FO-GA-SW-AMERICUS,GPC,1
RCM,33.327478,-87.061906,Jefferson,FO-AL-BIRMINGHAM NORTHWEST,APC,1
RCN,33.754139,-84.072417,Dekalb,FO-GA-NE-CONYERS,GPC,1
RCQ,33.375121,-88.016748,Pickens,FO-AL-FAYETTE,APC,1
RCT,33.76524,-84.53985,Fulton,FO-GA-NW-COBB,GPC,1
RCW,33.15139,-85.34889,Randolph,FO-AL-ASHLAND,APC,1
RDM,33.484318,-86.808958,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
RDO,34.249803,-85.160362,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
RDS,34.667,-86.6432,Madison,FO-AL-BIRMINGHAM NORTH,SOLINC,1
REA,38.48544,-96.041036,Lyon,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,203
RED,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,189
REE,32.13267,-82.156081,Tattnall,FO-GA-SE-BAXLEY,GPC,211
REG,32.32359,-81.89028,Bulloch,FO-GA-SE-SAVANNAH 3,GPC,5
REL,32.488736,-86.110222,Elmore,FO-AL-MONTGOMERY EAST,APC,1
REM,33.830686,-86.614225,Blount,FO-AL-BIRMINGHAM NORTH,APC,1
REN,35.486244,-84.682519,McMinn,FO-GA-NW-FLOYD & NORTH,SOGAS,212
REP,33.624737,-84.392032,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RES,33.626765,-84.389741,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RET,32.645167,-85.794469,Tallapoosa,FO-AL-PHENIX CITY,APC,1
REV,32.081,-82.1073,Tattnall,FO-GA-SE-BAXLEY,GPC,211
REY,33.4324,-83.1578,Greene,FO-GA-NE-ATHENS WEST,GPC,1
RFD,42.214739,-89.026831,Winnebago,FO-SOGAS-IL REGIONS BLT HUB,SOGAS,213
RFH,32.324919,-86.786821,Autauga,FO-AL-MONTGOMERY WEST,APC,1
RFM,33.375667,-88.016389,Pickens,FO-AL-FAYETTE,APC,1
RFT,41.770694,-89.665265,Whiteside,FO-GA-SE-ILLINOIS-NORTH,SOGAS,93
RGE,31.235433,-87.262531,Escambia,FO-AL-MOBILE NORTHEAST,APC,6
RIB,31.27278,-89.35139,Lamar,FO-MS-O-CENTRAL,MPC,6
RIC,31.34361,-88.9375,Perry,FO-MS-O-CENTRAL,MPC,153
RID,32.74956,-83.55956,Twiggs,FO-GA-SW-MACON-EAST,GPC,1
RIH,31.790145,-81.39233,Liberty,FO-GA-SE-SAVANNAH 3,GPC,43
RIN,32.2915806,-81.2484389,,FO-GA-SE-SAVANNAH 2,GPC,5
RIS,31.8113806,-84.9589111,MORRIS,FO-GA-SW-BAINBRIDGE,GPC,1
RIT,31.360067,-88.974203,Perry,FO-MS-O-CENTRAL,MPC,153
RIV,33.916461,-84.415511,Fulton,FO-GA-NW-COBB,GPC,1
RKB,33.825273,-84.109664,Gwinnett,FO-GA-NE-CONYERS,GPC,1
RKF,34.8198389,-85.0084889,ROCKY FACE,FO-GA-NW-FLOYD & NORTH,GPC,1
RKS,34.83937,-85.279403,Walker,FO-GA-NW-FLOYD & NORTH,GPC,1
RKY,34.35083,-85.29278,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
RLG,32.4457139,-82.724825,ROCKLEDGE,FO-GA-SE-BAXLEY,GPC,16
RME,34.23851,-85.17517,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
RMT,34.016765,-85.0334,Polk,FO-GA-NW-PAULDING/POLK/HARALSON,GPC,1
RNB,34.7333611,-86.7284167,,FO-AL-BIRMINGHAM NORTH,SOLINC,1
RNG,34.925075,-85.1478611,RINGGOLD,FO-GA-NW-FLOYD & NORTH,GPC,1
RNK,33.15917,-85.38167,Randolph,FO-AL-ASHLAND,APC,1
RNL,33.403793,-86.877859,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
ROA,33.166995,-85.361018,Randolph,FO-AL-ASHLAND,APC,1
ROB,33.786278,-84.198417,DeKalb,FO-GA-NE-CONYERS,GPC,1
ROC,32.89147,-86.21314,Coosa,FO-AL-ASHLAND,APC,1
ROD,33.184946,-87.560113,Tuscaloosa,FO-AL-FAYETTE,APC,1
ROE,30.97232,-103.26984,Pecos,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,214
ROH,31.93208,-83.45394,Wilcox,FO-GA-SW-PERRY,GPC,1
ROK,33.402536,-86.763594,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
ROO,33.4383806,-85.1083889,,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
ROP,31.8163,-82.6563,Jeff Davis,FO-GA-SE-BAXLEY,GPC,16
ROR,32.76333,-84.01167,Crawford,FO-GA-SW-MACON-WEST,GPC,1
ROS,33.38947,-86.85629,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
ROT,34.250415,-83.123417,Madison,FO-GA-NE-ATHENS EAST,GPC,1
ROU,34.4547528,-83.5925583,RAOUL,FO-GA-NE-GAINESVILLE,GPC,1
ROW,35.731255,-80.602827,Rowan,FO-SPC-PLANT SUPPORT 3 BLT HUB,SPC,200
RPD,33.777763,-84.416919,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,1
RPM,33.276626,-84.091677,BUTTS,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RPS,30.41327,-87.2428,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
RPT,32.4164694,-84.2946111,RUPERT,FO-GA-SW-AMERICUS,GPC,57
RRD,33.134491,-81.782603,,FO-GA-SE-AUGUSTA 1,GPC,1
RRF,30.4125,-87.24277,Escambia,FO-FL-NEXTERA ENERGY,NextEra,6
RRG,33.623533,-84.386064,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RRS,33.674867,-84.280667,Dekalb,FO-GA-NE-CONYERS,GPC,1
RSA,32.37647,-86.2986,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
RSC,34.279881,-85.181669,Floyd,FO-GA-NW-FLOYD & NORTH,SOGAS,1
RSL,32.4023806,-88.5487694,,FO-MS-O-NORTH,MPC,6
RSP,32.37647,-86.2986,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
RST,34.250415,-83.123417,Madison,FO-GA-NE-ATHENS EAST,GPC,1
RSU,32.379508,-86.299442,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
RSW,34.064646,-84.311265,Fulton,FO-GA-NE-CUMMING,GPC,1
RTC,33.612881,-84.390557,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RTD,33.6075861,-83.6088806,RUTLEDGE,FO-GA-NE-ATHENS WEST,GPC,1
RTH,35.254562,-81.832181,Rutherford,FO-SPC-PLANT SUPPORT 3 BLT HUB,SPC,202
RTM,33.625081,-84.394854,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RTN,31.4177056,-87.2076,REPTON,FO-AL-MOBILE NORTHEAST,APC,1
RUF,33.557521,-86.704786,Jefferson,FO-AL-BIRMINGHAM NORTHEAST,APC,1
RUS,34.5011,-87.7191,Franklin,FO-AL-JASPER,APC,215
RVD,33.542186,-84.403539,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
RVI,32.792397,-85.142924,Chambers,FO-GA-SW-COLUMBUS,GPC,1
RVR,33.542058,-84.416476,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,SOGAS,1
RYD,33.44115,-86.84472,Jefferson,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
RYV,34.4077361,-83.9085389,MURRAYVILLE,FO-GA-NE-GAINESVILLE,GPC,1
SAA,33.29675,-83.00027,Hancock,FO-GA-SE-AUGUSTA 1,GPC,1
SAB,31.54995,-85.27841,Henry,FO-AL-EUFAULA,APC,4
SAC,32.901705,-85.910886,Tallapoosa,FO-AL-ASHLAND,APC,1
SAE,32.284292,-87.004664,DALLAS,FO-AL-MONTGOMERY WEST,APC,1
SAF,32.28879,-87.36919,Dallas,FO-AL-DEMOPOLIS,APC,1
SAH,30.421013,-89.069175,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,6
SAI,32.976978,-81.749114,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
SAL,31.6155694,-88.0308639,SALITPA,FO-AL-MOBILE NORTHEAST,APC,143
SAM,33.46858,-86.788883,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN SOUTH,APC,1
SAN,33.940303,-86.515328,Blount,FO-AL-ALBERTVILLE,APC,1
SAP,33.34306,-86.79305,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
SAS,32.328654,-86.250991,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
SAT,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
SAU,33.37722,-82.00139,Richmond,FO-GA-SE-AUGUSTA 2,GPC,1
SAV,32.1832,-81.2027,Chatham,FO-GA-SE-SAVANNAH 2,GPC,5
SAW,32.7957583,-87.7524944,SAWYERVILLE,FO-AL-DEMOPOLIS,APC,1
SB1,33.514115,-86.819862,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
SBC,33.762966,-84.404716,,FO-GA-NW-METRO NORTHWEST,GPC,1
SBK,31.2991806,-84.8529472,SE BLAKELY,FO-GA-SW-BAINBRIDGE,GPC,17
SBL,33.97151,-87.75522,,FO-AL-JASPER,APC,1
SBO,32.45966,-81.800423,Bulloch,FO-GA-SE-SAVANNAH 2,GPC,5
SBS,32.413348,-81.797744,BULLOCH,FO-GA-SE-SAVANNAH 2,GPC,5
SBT,31.20314,-81.49734,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
SBU,34.07719,-83.91436,Gwinnett,FO-GA-NE-CUMMING,GPC,1
SBY,31.1568694,-86.8466222,SOUTH BROOKLYN,FO-AL-MOBILE NORTHEAST,APC,216
SCA,34.480393,-84.904861,Gordon,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
SCC,33.40222,-84.58861,Fayette,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,SCS,1
SCE,41.118202,-104.805139,Laramie,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,217
SCG,41.719695,-88.226695,Will,FO-GA-SE-ILLINOIS-SOUTH,SOGAS,29
SCH,30.691,-88.2253,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
SCO,33.793715,-84.270999,Dekalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
SCP,30.668776,-84.886903,Jackson,FO-FL-NEXTERA ENERGY,NextEra,204
SCR,33.41684,-86.60729,Shelby,FO-AL-BIRMINGHAM EAST,APC,1
SCT,34.68402,-86.02835,Jackson,FO-AL-ALBERTVILLE,SOLINC,1
SCU,42.059686,-88.054036,Cook,FO-GA-SE-ILLINOIS-NORTH,SOGAS,29
SCV,31.4765,-82.0130806,SCREVEN,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,42
SCW,33.17111,-86.24778,Talladega,FO-AL-ASHLAND,APC,1
SDC,32.408516,-86.258163,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
SDE,32.28675,-88.4878194,,FO-MS-O-NORTH,MPC,6
SDG,31.86564,-85.14518,Barbour,FO-AL-EUFAULA,APC,1
SDK,33.71008,-84.27332,DeKalb,FO-GA-NE-METRO SOUTHEAST,GPC,1
SDO,32.377197,-86.305528,Montgomery,FO-AL-MONTGOMERY EAST,APC,1
SDR,39.959668,-75.160979,Philadelphia,FO-GA-SE-NATIONAL,SCS,218
SDV,33.202116,-83.295712,Putnam,FO-GA-SW-MACON-EAST,GPC,1
SEA,32.586097,-85.438425,Lee,FO-AL-PHENIX CITY,APC,1
SEB,31.7305528,-85.2499361,SE BAKER HILL,FO-AL-EUFAULA,APC,4
SED,31.260472,-85.40125,Houston,FO-AL-DOTHAN WEST,APC,11
SEE,32.3453,-85.2459,Russell,FO-AL-PHENIX CITY,APC,1
SEF,33.212975,-83.8576194,SE FLOVILLA,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
SEL,32.411605,-87.085029,Dallas,FO-AL-DEMOPOLIS,APC,1
SEM,32.389,-86.9815,Dallas,FO-AL-MONTGOMERY WEST,APC,1
SEN,34.687384,-82.952549,Oconee,FO-GA-SE-NATIONAL,SOGAS,219
SEO,33.293361,-84.546222,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
SER,32.44169,-81.78415,Bulloch,FO-GA-SE-SAVANNAH 2,GPC,5
SES,31.23139,-81.35889,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,33
SET,32.056296,-81.120011,Chatham,FO-GA-SE-SAVANNAH 1,GPC,5
SEU,34.54322,-86.96571,Morgan,FO-AL-BIRMINGHAM NORTH,SOLINC,1
SEV,33.723228,-84.927,Carroll,FO-GA-NW-CARROLL/HEARD/DOUGLAS,GPC,1
SEW,31.0271333,-82.1449278,SE WAYCROSS,FO-GA-SE-WAYCROSS,GPC,137
SFD,31.5013,-89.4758,,FO-MS-O-CENTRAL,MPC,6
SFK,35.181852,-100.935375,Donley,FO-SPC-PLANT SUPPORT 1 BLT HUB,SPC,205
SFL,33.366315,-86.775116,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,SCS,1
SFO,33.55861,-84.53361,Fulton,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
SFP,33.599911,-84.387686,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
SFS,34.529525,-84.339836,Pickens,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
SGA,31.489639,-81.744881,Wayne,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,220
SGF,32.66278,-85.09084,Harris,FO-GA-SW-COLUMBUS,GPC,1
SGH,29.78972,-95.61861,Harris,FO-GA-SE-NATIONAL,SOGAS,221
SGN,41.02329,-73.71801,Westchester,FO-GA-SE-NATIONAL,SOGAS,222
SH1,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
SH2,33.518603,-86.812287,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,APC,1
SHA,33.44895,-87.61383,Tuscaloosa,FO-AL-FAYETTE,APC,1
SHB,31.890547,-88.717797,Clarke,FO-MS-O-NORTH CENTRAL,MPC,6
SHC,34.2193694,-84.8567194,SOUTH CASSVILLE,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,1
SHD,33.3065,-86.904972,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
SHE,33.0739056,-86.5739306,,FO-AL-BIRMINGHAM SOUTH,APC,1
SHN,34.368714,-85.058105,Floyd,FO-GA-NW-FLOYD & NORTH,GPC,1
SHO,33.079438,-86.170765,Coosa,FO-AL-ASHLAND,APC,1
SHP,31.0796306,-84.4176889,SOUTH HOPEFUL,FO-GA-SW-BAINBRIDGE,GPC,223
SHQ,32.45966,-81.800423,Bulloch,FO-GA-SE-SAVANNAH 2,GPC,5
SHR,33.061847,-83.809931,Monroe,FO-GA-SW-MACON-EAST,GPC,1
SHS,32.5491,-85.1051,Lee,FO-AL-PHENIX CITY,APC,1
SHT,30.604767,-96.357929,Brazos,FO-GA-SE-NATIONAL,APC,224
SHU,34.6027,-86.5593,Madison,FO-AL-BIRMINGHAM NORTH,SOLINC,1
SHV,31.906001,-84.249881,Lee,FO-GA-SW-AMERICUS,GPC,225
SHW,32.480412,-81.410835,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
SHY,33.442028,-83.625278,Jasper,FO-GA-SW-MACON-EAST,GPC,1
SIL,31.773331,-88.3225,Choctaw,FO-AL-MOBILE NORTHWEST,APC,128
SIM,33.741083,-86.482,St. Clair,FO-AL-BIRMINGHAM EAST,APC,1
SIN,33.13931,-83.20437,Baldwin,FO-GA-SW-MACON-EAST,GPC,1
SIS,32.111375,-85.893311,Bullock,FO-AL-EUFAULA,APC,1
SIX,33.7612,-84.5259,Fulton,FO-GA-NW-COBB,GPC,1
SJC,32.652575,-81.9571667,SOUTH JENKINS COUNTY,FO-GA-SE-BAXLEY,GPC,5
SKI,31.95883,-81.031283,Chatham,FO-GA-SE-SAVANNAH 3,GPC,5
SKN,30.9326111,-83.012,STOCKTON (GA),FO-GA-SW-VALDOSTA,GPC,150
SKO,46.84265,-122.6608,Thurston,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,206
SKS,46.62788,-122.62284,Lewis,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,226
SKT,30.953,-87.84494,,FO-AL-MOBILE SOUTHEAST,APC,6
SKY,37.091999,-84.605847,Pulaski,FO-GA-SE-NATIONAL,SOGAS,227
SLF,33.366315,-86.775116,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,SCS,1
SLG,33.519174,-86.812965,Jefferson,FO-AL-BIRMINGHAM DOWNTOWN NORTH,SOGAS,1
SLH,30.56209,-87.72876,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
SLI,31.4381889,-88.4698611,,FO-MS-O-CENTRAL,MPC,228
SLL,33.153436,-81.898761,Burke,FO-GA-SE-AUGUSTA 2,GPC,1
SLM,32.408702,-87.02337,Dallas,FO-AL-MONTGOMERY WEST,APC,1
SLO,33.79947,-86.48843,St. Clair,FO-AL-BIRMINGHAM EAST,APC,1
SLT,33.19917,-87.55222,Tuscaloosa,FO-AL-TUSCALOOSA,APC,1
SLV,32.205466,-82.494235,Montgomery,FO-GA-SE-BAXLEY,GPC,16
SLW,33.91833,-84.19861,Gwinnett,FO-GA-NE-CONYERS,GPC,1
SLY,30.488566,-89.103042,,FO-MS-O-SOUTHEAST,MPC,6
SMA,33.82793,-84.19054,DeKalb,FO-GA-NE-CONYERS,GPC,1
SMC,32.821051,-83.625939,Bibb,FO-GA-SW-MACON-EAST,GPC,1
SME,32.333826,-86.34206,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
SML,31.3958861,-89.5642583,,FO-MS-O-CENTRAL,MPC,6
SMM,32.7283722,-82.2781694,SUMMERTOWN,FO-GA-SE-BAXLEY,GPC,45
SMN,30.5214,-87.4913,Baldwin,FO-AL-MOBILE SOUTHEAST,APC,6
SMO,30.584014,-88.162033,Mobile,FO-AL-MOBILE SOUTHWEST,APC,6
SMP,30.2692,-85.7006,Bay,FO-FL-NEXTERA ENERGY,NextEra,135
SMR,33.855916,-84.52749,Cobb,FO-GA-NW-COBB,GPC,1
SMT,32.342145,-86.195769,Montgomery,FO-AL-MONTGOMERY EAST,SOLINC,1
SMV,34.47778,-85.35,Chattooga,FO-GA-NW-FLOYD & NORTH,GPC,1
SNE,33.85,-84.0364,Gwinnett,FO-GA-NE-CONYERS,GPC,1
SNH,30.7026417,-89.5591806,,FO-MS-O-SOUTHWEST,MPC,6
SNM,34.083875,-86.405842,SUSAN MOORE,FO-AL-ALBERTVILLE,APC,1
SNO,32.228767,-86.263323,Montgomery,FO-AL-MONTGOMERY WEST,APC,1
SNR,33.165621,-115.449822,IMPERIAL,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,14
SNS,30.377528,-89.592746,HANCOCK,FO-MS-O-SOUTHWEST,MPC,6
SNW,31.6516583,-81.3950333,SOUTH NEWPORT,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,43
SOF,33.6693,-87.7863,Fayette,FO-AL-FAYETTE,APC,1
SOH,31.60555,-84.1497,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
SOL,33.366315,-86.775116,Shelby,FO-AL-BIRMINGHAM SOUTHWEST,APC,1
SON,31.11253,-86.04518,Geneva,FO-AL-DOTHAN WEST,APC,11
SOP,32.455662,-82.547599,,FO-GA-SE-BAXLEY,GPC,16
SOR,32.245822,-87.187547,DALLAS,FO-AL-DEMOPOLIS,APC,1
SOS,31.7627722,-89.2816861,SOSO,FO-MS-O-NORTH CENTRAL,MPC,6
SPA,37.3982,-122.1077,Santa Clara,FO-GA-SE-NATIONAL,SOGAS,229
SPD,33.968611,-84.261333,Fulton,FO-GA-NE-CUMMING,GPC,1
SPG,32.352404,-81.348465,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
SPH,31.207461,-87.481899,Escambia,FO-AL-MOBILE NORTHEAST,APC,6
SPI,32.367566,-81.277789,Effingham,FO-GA-SE-SAVANNAH 2,GPC,5
SPN,33.8307,-84.2028,DeKalb,FO-GA-NE-CONYERS,GPC,1
SPO,33.915368,-84.489117,Cobb,FO-GA-NW-COBB,GPC,1
SPP,33.38838,-86.72538,Shelby,FO-AL-BIRMINGHAM NORTHEAST,APC,1
SPS,32.43307,-86.83918,Autauga,FO-AL-MONTGOMERY WEST,APC,1
SPT,36.195591,-115.080208,Clark,FO-SPC-PLANT SUPPORT 2 BLT HUB,SPC,207
SPV,33.8285,-86.4198,Blount,FO-AL-BIRMINGHAM EAST,APC,1
SPW,33.601853,-84.382902,Clayton,FO-GA-NW-CLAYTON/HENRY/SPALDING/BUTTS,GPC,1
SRE,33.3555,-88.017,Pickens,FO-AL-FAYETTE,APC,1
SRL,30.802863,-88.098722,Mobile,FO-AL-SOUTH-MOBILE BLT HUB,APC,6
SRS,31.1507972,-82.8462944,SOUTH PEARSON,FO-GA-SE-WAYCROSS,GPC,138
SSC,33.77103,-84.38738,Fulton,FO-GA-NE-METRO NORTHEAST,SCS,1
SSD,36.267536,-79.932909,ROCKINGHAM,FO-POWER SECURE LOCATIONS,,230
SSM,30.875354,-88.05711,Mobile,FO-AL-MOBILE SOUTHEAST,APC,6
SSO,33.40244,-84.74763,Coweta,FO-GA-NW-COWETA/FAYETTE/SOUTH FULTON,GPC,1
SSV,32.053351,-81.165986,Chatham,FO-GA-SE-SAVANNAH 1,SOGAS,5
SSW,34.002451,-84.0663,Gwinnett,FO-GA-NE-CUMMING,SOLINC,1
STA,31.60555,-84.1497,Dougherty,FO-GA-SW-BAINBRIDGE,GPC,12
STB,32.44169,-81.78415,Bulloch,FO-GA-SE-SAVANNAH 2,GPC,5
STC,30.82556,-83.28861,Lowndes,FO-GA-SW-VALDOSTA,GPC,2
STE,33.561137,-82.056563,Columbia,FO-GA-SE-AUGUSTA 1,GPC,1
