Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,IsReachable,IsReachable2,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,ReplaceNow,PrepareToReplace,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL,EoS_Date,Days_to_EoS
ALHAYSW0101,99.77.134.86,Switch,Active,Cisco,IE-3000-8TC,QOC7883Z3XK,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1301d:7h:41m:0s,Jan-23-26 01:12:48,Jan-23-26 01:12:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HAY,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.8937,-86.71722,Blount,FO-AL-BIRMINGHAM NORTH,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALNUTSW0101,99.77.134.94,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z3BG,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1496d:21h:18m:0s,Jan-23-26 02:15:48,Jan-23-26 02:15:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NUT,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.073339,-86.308,Etowah,FO-AL-ALBERTVILLE,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALCVLSW0101,99.77.134.98,Switch,Active,Cisco,IE-3000-8TC,QOC3778W7C8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1052d:23h:8m:0s,Jan-23-26 01:23:30,Jan-23-26 01:23:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CVL,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.012971,-86.567381,Blount,FO-AL-BIRMINGHAM NORTH,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALWPSSW0101,99.77.135.33,Switch,Active,Cisco,IE-3000-8TC,QOC3373W73S,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,604d:22h:26m:0s,Jan-23-26 02:15:49,Jan-23-26 02:15:49,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WPS,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.7847528,-85.6871306,WHITE PLAINS,FO-AL-GADSDEN,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALFTMSW0101,99.77.135.14,Switch,Active,Cisco,IE-3000-8TC,QOC3375W73X,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,422d:23h:45m:0s,Jan-23-26 02:07:39,Jan-23-26 02:07:39,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FTM,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.729733,-85.800863,Calhoun,FO-AL-GADSDEN,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALTKYSW0101,99.77.135.2,Switch,Active,Cisco,IE-3000-8TC,QOC3373W77Z,27.0(2)EY2,Bootstrap,0.0,10.0,10.0, ,Jan-23-26 02:21:48,Jan-23-26 02:21:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TKY,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.0991861,-85.89965,TURKEYTOWN,FO-AL-GADSDEN,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
ALWPDSW0101,99.77.135.6,Switch,Active,Cisco,IE-3000-8TC,QOC3373W78B,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,170d:22h:39m:0s,Jan-23-26 01:19:26,Jan-23-26 01:19:26,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WPD,AL,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.9434778,-85.7382778,WEST PIEDMONT,FO-AL-GADSDEN,APC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAVINSW0101,99.77.136.114,Switch,Active,Cisco,IE-3000-8TC,QOC7978Y57S,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1547d:22h:11m:0s,Jan-23-26 02:10:33,Jan-23-26 02:10:33,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,VIN,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.860778,-84.482111,Cobb,FO-GA-NW-METRO NORTHWEST,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GADRESW0101,99.77.136.118,Switch,Active,Cisco,IE-3000-8TC,QOC7935Z887,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1533d:23h:22m:0s,Jan-23-26 02:12:50,Jan-23-26 02:12:50,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DRE,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.867139,-84.285056,DeKalb,FO-GA-NE-METRO NORTHEAST,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GANOWSW0101,99.77.136.130,Switch,Active,Cisco,IE-3000-8TC,QOC7935Z83W,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1543d:22h:6m:0s,Jan-23-26 01:16:48,Jan-23-26 01:16:48,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOW,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.124819,-84.5133,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GADWOSW0101,99.77.136.138,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z7BH,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1546d:23h:37m:0s,Jan-23-26 01:16:03,Jan-23-26 01:16:03,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DWO,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.9534,-84.3087,Dekalb,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAWIPSW0101,99.77.136.142,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z79E,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1100d:23h:47m:0s,Jan-23-26 01:14:53,Jan-23-26 01:14:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WIP,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.126206,-84.225878,Forsyth,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GACUBSW0101,99.77.136.146,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z7B8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1535d:4h:32m:0s,Jan-23-26 02:13:37,Jan-23-26 02:13:37,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CUB,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.8807,-84.475217,Cobb,FO-GA-NW-COBB,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GACRDSW0101,99.77.136.154,Switch,Active,Cisco,IE-3000-8TC,QOC7933Z3ZR,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1553d:23h:55m:0s,Jan-23-26 01:16:53,Jan-23-26 01:16:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CRD,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.810833,-84.428611,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GACMMSW0101,99.77.136.158,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z77C,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1535d:4h:0m:0s,Jan-23-26 02:13:53,Jan-23-26 02:13:53,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,CMM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.184417,-84.125556,Forsyth,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GADUKSW0101,99.77.136.162,Switch,Active,Cisco,IE-3000-8TC,QOC7933Z87G,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1535d:23h:41m:0s,Jan-23-26 01:00:28,Jan-23-26 01:00:28,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DUK,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.259167,-84.293611,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAFATSW0101,99.77.136.174,Switch,Active,Cisco,IE-3000-8TC,QOC7988Z88W,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1555d:0h:41m:0s,Jan-23-26 02:01:36,Jan-23-26 02:01:36,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FAT,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.765236,-84.592736,Douglas,FO-GA-NW-COBB,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAMABSW0101,99.77.136.198,Switch,Active,Cisco,IE-3000-8TC,QOC7939Z7XU,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,916d:1h:32m:0s,Jan-23-26 02:10:46,Jan-23-26 02:10:46,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAB,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.818309,-84.570958,Cobb,FO-GA-NW-COBB,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAMALSW0101,99.77.136.202,Switch,Active,Cisco,IE-3000-8TC,QOC7937Z388,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1005d:0h:14m:0s,Jan-23-26 01:11:10,Jan-23-26 01:11:10,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MAL,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.080556,-83.9852,Gwinnett,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GARCNSW0101,99.77.136.214,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z399,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1019d:0h:56m:0s,Jan-23-26 01:21:29,Jan-23-26 01:21:29,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RCN,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.754139,-84.072417,Dekalb,FO-GA-NE-CONYERS,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GASBUSW0101,99.77.136.218,Switch,Active,Cisco,IE-3000-8TC,QOC7933Z87T,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1561d:19h:35m:0s,Jan-23-26 01:17:47,Jan-23-26 01:17:47,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SBU,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.07719,-83.91436,Gwinnett,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GALALSW0101,99.77.136.226,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z3ZW,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1356d:3h:4m:0s,Jan-23-26 02:16:32,Jan-23-26 02:16:32,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,LAL,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.904761,-84.000522,Gwinnett,FO-GA-NE-CONYERS,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GATURSW0101,99.77.136.238,Switch,Active,Cisco,IE-3000-8TC,QOC3777Z8MH,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1555d:22h:59m:0s,Jan-23-26 02:01:35,Jan-23-26 02:01:35,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,TUR,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.884445,-84.218887,DeKalb,FO-GA-NE-CONYERS,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAPACSW0101,99.77.136.250,Switch,Active,Cisco,IE-3000-8TC,QOC3777Z7XP,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1553d:22h:6m:0s,Jan-23-26 01:05:31,Jan-23-26 01:05:31,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAC,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.839992,-84.428819,Fulton,FO-GA-NW-METRO NORTHWEST,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GABROSW0101,99.77.136.54,Switch,Active,Cisco,IE-3000-8TC,QOC7975Z3GN,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1368d:2h:30m:0s,Jan-23-26 02:13:30,Jan-23-26 02:13:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BRO,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.867639,-84.333694,Dekalb,FO-GA-NE-METRO NORTHEAST,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GANOTSW0101,99.77.137.33,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z7G8,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,998d:2h:44m:0s,Jan-23-26 01:04:29,Jan-23-26 01:04:29,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NOT,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.896,-84.6812,Cobb,FO-GA-NW-COBB,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAWOOSW0101,99.77.137.30,Switch,Active,Cisco,IE-3000-8TC,QOC7957Z3HT,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1374d:21h:29m:0s,Jan-23-26 01:01:52,Jan-23-26 01:01:52,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WOO,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.106961,-84.58178,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAPRMSW0101,99.77.137.38,Switch,Active,Cisco,IE-3000-8TC,QOC3778Z3BL,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1412d:1h:5m:0s,Jan-23-26 01:06:32,Jan-23-26 01:06:32,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PRM,MS,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GARIVSW0101,99.77.137.50,Switch,Active,Cisco,IE-3000-8TC,QOC3777Z7W3,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1375d:22h:11m:0s,Jan-23-26 01:00:27,Jan-23-26 01:00:27,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RIV,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.916461,-84.415511,Fulton,FO-GA-NW-COBB,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GABLGSW0101,99.77.137.54,Switch,Active,Cisco,IE-3000-8TC,QOC3737W33L,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1218d:21h:7m:0s,Jan-23-26 01:21:58,Jan-23-26 01:21:58,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BLG,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.3413806,-84.3869389,Unknown,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GASUWSW0101,99.77.137.58,Switch,Active,Cisco,IE-3000-8TC,QOC3777W7MB,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1005d:0h:36m:0s,Jan-23-26 01:20:50,Jan-23-26 01:20:50,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SUW,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.0419806,-84.0367,Unknown,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAAIPSW0101,99.77.137.6,Switch,Active,Cisco,IE-3000-8TC,QOC7938Z7ZB,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,452d:10h:59m:0s,Jan-23-26 02:13:38,Jan-23-26 02:13:38,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AIP,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.805039,-84.4945,Fulton,FO-GA-NW-COBB,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAHOSSW0101,99.77.137.62,Switch,Active,Cisco,IE-3000-8TC,QOC3777W7MK,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,1150d:23h:27m:0s,Jan-23-26 02:20:28,Jan-23-26 02:20:28,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HOS,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.175339,-84.503561,Cherokee,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GABKLSW0101,99.77.137.66,Switch,Active,Cisco,IE-3000-8TC,QOC3338W35C,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,747d:2h:37m:0s,Jan-23-26 02:20:24,Jan-23-26 02:20:24,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BKL,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,33.9828778,-84.2088083,BERKELEY LAKE,FO-GA-NE-CUMMING,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAHICSW0101,99.77.137.70,Switch,Active,Cisco,IE-3000-8TC,QOC3385W77W,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,832d:1h:52m:0s,Jan-23-26 02:20:04,Jan-23-26 02:20:04,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HIC,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.1795306,-84.417,HICKORY FLAT,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GASHCSW0101,99.77.137.78,Switch,Active,Cisco,IE-3000-8TC,QOC3337W3TR,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,377d:17h:34m:0s,Jan-23-26 01:15:21,Jan-23-26 01:15:21,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHC,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.2193694,-84.8567194,SOUTH CASSVILLE,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
GAMBHSW0101,99.77.137.82,Switch,Active,Cisco,IE-3000-8TC,QOC3388W3BZ,27.0(2)EY2,Bootstrap,0.0,10.0,10.0,175d:2h:57m:0s,Jan-23-26 01:02:54,Jan-23-26 01:02:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MBH,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,Replace,Do Not Replace,4937.640000000001,1790.0,3557.53,34.421675,-84.3384417,MARBLE HILL,FO-GA-NW-BARTOW/CHEROKEE & NORTH,GPC,False,,2025-06-30,-245.0,2020-06-30,-2071.0
