Host Name,Device IP,Device Type,Device Status,Device Vendor,Device Model,Serial Number,Software Version,Firmware Version,Free Ports,Total Ports,Ports In Use,Uptime,Last Successful Snapshot,Last Snapshot Attempt,Last Snapshot Result,Device Type Standard,associatedWlcIp,deviceSupportLevel,dnsResolvedManagementAddress,errorCode,family,id,instanteTenantId,instanteUuid,interfaceCount,inventoryStatusDetail,lastDeviceResyncStartTime,lastManagedResyncReasons,lastUpdated,lastUpdateTime,lineCardCount,lineCardId,location,locationName,macAddress,managedAtleastOnce,managementState,memorySize,pendingSyncRequestsCount,platformId,reachabilityFailureReason,reachabilityStatus,reasonsForDeviceResync,reasonsForPendingSyncRequests,role,roleSource,serialNumber,series,snmpContact,softwareType,softwareVersion,syncRequestedByApp,tagCount,tunnelUdpPort,type,upTime,uptimeSeconds,vendor,waasDeviceMode,Unnamed: 44,clientCount,clientCount_2_4GHz,clientCount_5GHz,controllerIpAddress,controllerName,countryCode,ethernetMac,hreapEnabled,ipAddress,lwappUpTime,model,status,DateAdded,adminStatus,ArchiveDate,collectionStatus,collectionTime,creationTime,deviceType,managementStatus,manufacturer_part_name,manufacturer_part_partNumber,manufacturer_part_serialNumber,productFamily,reachability,Site Code Extracted,State,Model,EoS,EoL,In Scope?,Repl Device,Material Cost,Labor Cost,Device Cost,latitude,longitude,county,affiliate,Owner,Exception_Flag,Exception_Reason,EoL_Date,Days_to_EoL,EoS_Date,Days_to_EoS
GAXGPSW020201,158.133.0.5,Switch,Active,Cisco,WS-C2960X-48FPD-L,"QCW3738B7MC,QCW3738B7MP,QCW3738B7C7,QCW3738B7BS",27.2(4)E8,Bootstrap,4.0,209.0,205.0,1667d:1h:22m:0s,Jan-23-26 01:03:45,Jan-23-26 01:03:45,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPSW0201A,158.133.0.8,Switch,Active,Cisco,WS-C2960X-48FPD-L,QCW3738B7H9,27.2(2)E8,Bootstrap,2.0,53.0,51.0,489d:7h:51m:0s,Jan-23-26 02:12:24,Jan-23-26 02:12:24,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPVGFL02-02,158.133.0.0,Voice Gateway,Active,Cisco,VG224,QHK7333Q7WZ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0, ,Jan-23-26 01:00:20,Jan-23-26 01:00:20,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2020-04-30,-2131.0,2015-04-24,-3964.0
GAXGPSW010101,158.133.8.133,Switch,Active,Cisco,WS-C2960X-48FPD-L,"QCW3733Z3Q8,QCW3733Z3TE,QCW3733Z3SR,QCW3733Z3U3",27.2(4)E8,Bootstrap,5.0,209.0,204.0,130d:3h:13m:0s,Jan-23-26 01:04:04,Jan-23-26 01:04:04,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPSW010401,158.133.8.5,Switch,Active,Cisco,WS-C2960X-48FPD-L,QCW3733Z3UL,27.2(4)E8,Bootstrap,1.0,53.0,52.0,443d:6h:5m:0s,Jan-23-26 02:02:34,Jan-23-26 02:02:34,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPSW010201,158.133.8.88,Switch,Active,Cisco,WS-C2960X-48FPD-L,QCW3738B7BW,27.2(4)E8,Bootstrap,6.0,53.0,47.0,553d:21h:3m:0s,Jan-23-26 01:02:31,Jan-23-26 01:02:31,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPVGFL01-03,158.133.8.0,Voice Gateway,Active,Cisco,VG224,QHK7757Q7TW,27.2(4)M9,37.3(7r)T7,1.0,26.0,25.0, ,Jan-23-26 01:24:16,Jan-23-26 01:24:16,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2020-04-30,-2131.0,2015-04-24,-3964.0
GAMCMSWSECURITYBLDG01,158.133.80.132,Switch,Active,Cisco,IE-3000-8TC,QOC7983Z3W3,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,0d:0h:4m:0s,Jan-23-26 01:06:30,Jan-23-26 01:06:30,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0,2020-06-30,-2070.0
GAMCMSW_TRACTORGARAGE01,158.133.80.133,Switch,Active,Cisco,IE-3000-8TC,QOC7983Y3CC,27.2(4)EA9,Bootstrap,0.0,10.0,10.0,0d:0h:5m:0s,Jan-23-26 01:13:54,Jan-23-26 01:13:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0,2020-06-30,-2070.0
GAMCMSWOILDOCK01,158.133.80.135,Switch,Active,Cisco,IE-3000-8TC,QOC7837W3SR,27.2(4)EA9,Bootstrap,2.0,10.0,8.0,0d:0h:5m:0s,Jan-23-26 01:14:38,Jan-23-26 01:14:38,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0,2020-06-30,-2070.0
GAMCMSW230SUBHOUSE,158.133.80.135,Switch,Active,Cisco,IE-3000-8TC,QOC7983Z38H,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,0d:0h:5m:0s,Jan-23-26 01:10:40,Jan-23-26 01:10:40,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0,2020-06-30,-2070.0
GAMCMSWFRONTSECGATE01,158.133.80.138,Switch,Active,Cisco,IE-3000-8TC,QCH3873Y7H5,27.2(4)EA7,Bootstrap,1.0,18.0,17.0,0d:0h:5m:0s,Jan-23-26 01:01:54,Jan-23-26 01:01:54,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0,2020-06-30,-2070.0
GAMCMSW0301,158.133.80.130,Switch,Active,Cisco,WS-C2960CX-8PC-L,QOC3539LDGB,27.2(7)E7,Bootstrap,1.0,12.0,11.0,0d:0h:3m:0s,Jan-23-26 02:07:50,Jan-23-26 02:07:50,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,WS-C2960CX-8PC-L,2024-04-30,2029-04-30,,,108.0,1540.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2029-04-30,1156.0,2024-04-30,-670.0
GAMCMROVG02,158.133.80.138,Router,Active,Cisco,VG224,QTX7533ZN3M,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,238d:19h:12m:0s,Jan-23-26 02:13:03,Jan-23-26 02:13:03,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2020-04-30,-2131.0,2015-04-24,-3964.0
GAMCMSWGENPEEC01,158.133.80.150,Switch,Active,Cisco,IE-3000-8TC,QOC7883W3RW,27.2(4)EA9,Bootstrap,1.0,10.0,9.0,0d:0h:3m:0s,Jan-23-26 02:12:16,Jan-23-26 02:12:16,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,IE-3000-8TC,2020-06-30,2025-06-30,Yes,IE-3300-8P2S-E,4937.640000000001,1790.0,3557.53,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2025-06-30,-244.0,2020-06-30,-2070.0
GAMCMEMRBLDGSE01,158.133.80.152,Switch,Active,Cisco,WS-C2960CX-8PC-L,QOC3539L8YS,27.2(7)E7,Bootstrap,1.0,12.0,11.0,0d:0h:3m:0s,Jan-23-26 02:16:09,Jan-23-26 02:16:09,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,WS-C2960CX-8PC-L,2024-04-30,2029-04-30,,,108.0,1540.0,,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2029-04-30,1156.0,2024-04-30,-670.0
GAMCMROVG03,158.133.80.158,Router,Active,Cisco,VG202XM,QCH7888S7LD,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0,371d:0h:27m:0s,Jan-23-26 02:03:36,Jan-23-26 02:03:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCM,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,31.213901,-81.546374,Glynn,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,True,Decommissioned site,2027-04-30,425.0,2022-04-29,-1402.0
GAXGPSW020601,158.133.8.133,Switch,Active,Cisco,WS-C2960X-48FPD-L,"QOC3738S7EQ,QCW3738B7HR,QCW3738B7H8",27.2(4)E8,Bootstrap,5.0,157.0,152.0,1414d:7h:5m:0s,Jan-23-26 01:02:59,Jan-23-26 01:02:59,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPVGFL02-06,158.133.8.135,Voice Gateway,Active,Cisco,VG224,QHK7333Q7X7,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0, ,Jan-23-26 01:23:11,Jan-23-26 01:23:11,Configuration unchanged,Voice Gateway,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2020-04-30,-2131.0,2015-04-24,-3964.0
GAXGPSW010301,158.133.8.5,Switch,Active,Cisco,WS-C2960X-48FPD-L,QCW3733Z3Q7,27.2(4)E8,Bootstrap,1.0,53.0,52.0, ,Jan-23-26 01:15:15,Jan-23-26 01:15:15,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAXGPSWNTCC02,158.133.8.88,Switch,Active,Cisco,WS-C2960X-48FPD-L,QCW3738B7MH,27.2(2)E3,Bootstrap,1.0,53.0,52.0,1686d:10h:44m:0s,Jan-23-26 01:02:36,Jan-23-26 01:02:36,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,XGP,GA,WS-C2960X-48FPD-L,2022-10-31,2027-10-31,Yes,C9300X-48HX-E,108.0,1540.0,,33.76361,-84.38194,Fulton,FO-GA-NE-METRO SOUTHEAST,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GASHQROWN01,158.133.88.1,Router,Active,Cisco,ISR4331/K9,QLM383877PN,27.09.03a,37.3.7,2.0,5.0,3.0,507d:20h:39m:0s,Jan-23-26 02:29:08,Jan-23-26 02:29:08,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHQ,GA,ISR4331/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,32.45966,-81.800423,Bulloch,FO-GA-SE-SAVANNAH 2,GPC,False,,2028-11-30,1005.0,2023-11-07,-845.0
GASHQROVG01,158.133.88.8,Router,Active,Cisco,VG224,QTX7537ZKPQ,27.2(4)M9,37.4(33r)T7,1.0,26.0,25.0,152d:22h:11m:0s,Jan-23-26 01:06:56,Jan-23-26 01:06:56,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,SHQ,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,32.45966,-81.800423,Bulloch,FO-GA-SE-SAVANNAH 2,GPC,False,,2020-04-30,-2131.0,2015-04-24,-3964.0
GAHNSSW0101,158.133.88.88,Switch,Active,Cisco,WS-C2960X-48FPS-L,QCW7938Z8R8,27.2(2)E3,Bootstrap,1.0,53.0,52.0,77d:1h:57m:0s,Jan-22-26 01:07:06,Jan-23-26 04:40:18,Problem accessing device,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNS,GA,WS-C2960X-48FPS-L,2022-10-31,2027-10-31,Yes,C9200-48P-E,5812.704,1540.0,3504.85,31.819039,-81.601639,Liberty,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAHNSSW0201,158.133.88.80,Switch,Active,Cisco,WS-C2960X-24PS-L,QCW3789B3GL,27.2(2)E7,Bootstrap,4.0,29.0,25.0,5d:20h:8m:2s,Jan-22-26 01:05:51,Jan-23-26 04:31:15,Problem accessing device,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNS,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,31.819039,-81.601639,Liberty,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAHNSROVG01,158.133.88.88,Router,Active,Cisco,VG224,QTX7785ZK8K,27.2(4)M8,37.4(33r)T7,1.0,26.0,25.0, ,Jan-22-26 01:06:59,Jan-23-26 02:18:54,Problem accessing device,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNS,GA,VG224,2015-04-24,2020-04-30,Yes,VG410-24FXS,4015.584,770.0,3256.32,31.819039,-81.601639,Liberty,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,False,,2020-04-30,-2131.0,2015-04-24,-3964.0
GAHNSSWCAM0101,158.133.88.00,Switch,Active,Cisco,WS-C2960X-24PS-L,QKC3373W3W5,27.2(2)E7,Bootstrap,4.0,29.0,25.0, ,Jan-22-26 01:15:23,Jan-23-26 02:18:18,Problem accessing device,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNS,GA,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,31.819039,-81.601639,Liberty,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
GAHNSROVG02,158.133.88.01,Router,Active,Cisco,VG202XM,QOL3539Z73Y,27.4(3)M2,37.4(70r)YA7,1.0,4.0,3.0, ,Jan-22-26 01:20:10,Jan-23-26 02:21:04,Problem accessing device,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,HNS,GA,VG202XM,2022-04-29,2027-04-30,Yes,VG400-8FXS,2393.976,770.0,1904.98,31.819039,-81.601639,Liberty,FO-GA-SE-HINESVILLE-BRUNSWICK,GPC,False,,2027-04-30,425.0,2022-04-29,-1402.0
MSPWTRORS01,158.158.1.228,Router,Active,Cisco,ASR1001-HX,TTM353773ZW,27.03.02,33.9(4r),13.0,17.0,4.0,1704d:18h:42m:0s,Jan-23-26 01:22:34,Jan-23-26 01:22:34,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PWT,MS,ASR1001-HX,2025-07-31,2030-07-31,,C8475-G2,46509.51672,8240.0,25127.1306,30.439813,-89.026927,Harrison,FO-MS-O-SOUTHEAST,MPC,False,,2030-07-31,1613.0,2025-07-31,-213.0
MSPDNROGW01,158.158.1.230,Router,Active,Cisco,ISR4431/K9,QKC3737D777,27.09.03a,33.37(7r),1.0,200.0,199.0,851d:14h:37m:0s,Jan-23-26 01:41:27,Jan-23-26 01:41:27,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PDN,MS,ISR4431/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,30.529797,-88.554772,Jackson,FO-MS-O-SOUTH CENTRAL,MPC,False,,2028-11-30,1005.0,2023-11-07,-845.0
MSMCCRORS01,158.158.1.231,Router,Active,Cisco,ASR1001-HX,TTM353775RQ,27.03.02,33.9(4r),13.0,17.0,4.0, ,Jan-23-26 01:02:35,Jan-23-26 01:02:35,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MCC,MS,ASR1001-HX,2025-07-31,2030-07-31,,C8475-G2,46509.51672,8240.0,25127.1306,30.371149,-89.089288,Harrison,FO-MS-O-SOUTH CENTRAL,MPC,False,,2030-07-31,1613.0,2025-07-31,-213.0
MSOPSROSP01,158.158.220.228,Router,Active,Cisco,ASR1002-X,QOX7877G3DS,27.03.02,37.3(3r),3.0,7.0,4.0,682d:0h:31m:0s,Jan-23-26 02:29:01,Jan-23-26 02:29:01,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPS,MS,ASR1002-X,2022-08-01,2027-07-31,Yes,C8475-G2,46509.51672,8240.0,25127.1306,30.511096,-89.103482,Harrison,FO-MS-O-SOUTHEAST,MPC,False,,2027-07-31,517.0,2022-08-01,-1308.0
MSPASRORS01,158.158.25.228,Router,Active,Cisco,ASR1001-HX,TTM353775Q7,27.03.02,33.9(4r),13.0,17.0,4.0, ,Jan-23-26 01:02:32,Jan-23-26 01:02:32,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PAS,MS,ASR1001-HX,2025-07-31,2030-07-31,,C8475-G2,46509.51672,8240.0,25127.1306,30.3775,-88.5386,Jackson,FO-MS-O-SOUTHEAST,MPC,False,,2030-07-31,1613.0,2025-07-31,-213.0
MSOPSSWCUBE01,158.158.28.35,Switch,Active,Cisco,WS-C2960X-24PS-L,"QKC3373W3WW,QKC3373W3XL",27.2(2)E7,Bootstrap,44.0,57.0,13.0, ,Jan-23-26 01:01:56,Jan-23-26 01:01:56,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPS,MS,WS-C2960X-24PS-L,2022-10-31,2027-10-31,Yes,C9200-24P-E,2928.12,1540.0,1668.46,30.511096,-89.103482,Harrison,FO-MS-O-SOUTHEAST,MPC,False,,2027-10-31,609.0,2022-10-31,-1217.0
MSREDROWN01,158.158.53.1,Router,Active,Cisco,ISR4431/K9,QKC38377S33,27.09.03a,37.3.3,0.0,7.0,7.0, ,Jan-23-26 02:24:36,Jan-23-26 02:24:36,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,RED,MS,ISR4431/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,33.37721,-89.212273,Choctaw,FO-MS-O-NORTH,MPC,True,Decommissioned site,2028-11-30,1005.0,2023-11-07,-845.0
MSMSCWLFLEX01,158.158.55.5,Wireless Controller,Active,Cisco,C9800-40-K9,"QOX3833P7SD,TTM3777778M",27.09.07,37.7(3r),1.0,5.0,4.0, ,Jan-23-26 09:08:57,Jan-23-26 09:08:57,Configuration unchanged,Wireless Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,MSC,MS,C9800-40-K9,2025-12-31,2030-12-31,,,0.0,0.0,,32.389623,-88.673133,Lauderdale,FO-MS-O-NORTH,MPC,False,,2030-12-31,1766.0,2025-12-31,-60.0
MSOPSWLFLEX02,158.158.58.5,Wireless Controller,Active,Cisco,C9800-40-K9,"TTM3777773U,TTM3777773E",27.09.07,37.7(3r),3.0,5.0,2.0, ,Jan-23-26 08:08:12,Jan-23-26 08:08:12,Configuration unchanged,Wireless Controller,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPS,MS,C9800-40-K9,2025-12-31,2030-12-31,,,0.0,0.0,,30.511096,-89.103482,Harrison,FO-MS-O-SOUTHEAST,MPC,False,,2030-12-31,1766.0,2025-12-31,-60.0
MSOPSSW01PETA,158.158.80.130,L3Switch,Active,Cisco,WS-C3850-24T,QOC3335L38Z,28.08.04a,IOS-XE,17.0,33.0,16.0, ,Jan-23-26 01:12:57,Jan-23-26 01:12:57,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,OPS,MS,WS-C3850-24T,2020-10-30,2025-10-31,Yes,C9300-24T-E,3824.472,1540.0,2415.37,30.511096,-89.103482,Harrison,FO-MS-O-SOUTHEAST,MPC,False,,2025-10-31,-121.0,2020-10-30,-1948.0
MSPSWROWN01A,158.158.80.15,Router,Active,Cisco,ISR4331/K9,QLM355777MU,27.09.03a,37.3.7,2.0,5.0,3.0, ,Jan-23-26 02:23:49,Jan-23-26 02:23:49,Configuration unchanged,Router,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,PSW,MS,ISR4331/K9,2023-11-07,2028-11-30,Yes,C8300-1N1S-6T,12421.116,2060.0,5243.73,32.293026,-88.744847,Lauderdale,FO-MS-O-NORTH,MPC,True,Decommissioned site,2028-11-30,1005.0,2023-11-07,-845.0
MSWLSSW0101,158.158.80.185,Switch,Active,Cisco,WS-C2960CX-8PC-L,QOC3878Y3C3,27.2(7)E,Bootstrap,0.0,12.0,12.0, ,Jan-23-26 01:11:00,Jan-23-26 01:11:00,Configuration unchanged,Switch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,WLS,MS,WS-C2960CX-8PC-L,2024-04-30,2029-04-30,,,108.0,1540.0,,32.5953,-89.455538,Leake,FO-MS-O-NORTH CENTRAL,MPC,False,,2029-04-30,1156.0,2024-04-30,-670.0
